Sensor id; Sensor center x; Sensor center y;
1;335.452728;304.827362;
2;363.473724;206.888489;
3;395.262146;136.04953;
10;414.89978;227.040665;
31;698.954163;242.067474;
221;295.899994;270.280273;
222;316.59729;193.655899;
223;341.580475;137.134338;
226;325.340271;390.692657;
230;383.046875;402.728699;
231;330.471313;481.632507;
232;302.391693;562.698853;
233;280.311798;647.014221;
234;466.303619;401.419769;
235;395.062927;476.163208;
236;366.796722;554.714478;
237;339.034088;644.0;
238;538.927917;411.373901;
239;460.934296;504.102997;
240;430.399994;567.539001;
241;795.205627;464.690338;
