Sensor id; Sensor center x; Sensor center y;
101;456.0;478.0;
110;389.0;493.0;
119;434.0;549.0;
127;462.0;612.0;
128;499.0;559.0;
129;538.0;485.0;
130;585.0;421.0;
131;644.0;351.0;
132;691.0;296.0;
138;453.0;722.0;
139;489.0;676.0;
140;551.0;640.0;
141;587.0;576.0;
142;640.0;494.0;
143;688.0;424.0;
144;739.0;349.0;
148;470.0;838.0;
149;491.0;796.0;
150;542.0;755.0;
151;595.0;714.0;
152;647.0;652.0;
153;685.0;580.0;
154;745.0;498.0;
155;789.0;414.0;
156;491.0;918.0;
157;515.0;890.0;
158;552.0;867.0;
159;595.0;824.0;
160;653.0;780.0;
161;710.0;725.0;
162;748.0;659.0;
163;795.0;586.0;
164;841.0;499.0;
165;531.0;971.0;
166;559.0;944.0;
167;592.0;916.0;
170;759.0;791.0;
171;803.0;725.0;
172;845.0;662.0;
173;875.0;586.0;
178;805.0;835.0;
179;836.0;784.0;
180;881.0;718.0;
182;920.0;535.0;
183;889.0;448.0;
186;721.0;260.0;
191;862.0;828.0;
192;910.0;761.0;
195;954.0;485.0;
196;920.0;402.0;
200;797.0;951.0;
201;828.0;911.0;
205;974.0;434.0;
208;826.0;963.0;
209;865.0;918.0;
214;984.0;388.0;
