Sensor id; Sensor center x; Sensor center y;
4;255.369675;430.559662;
5;304.544403;369.930756;
8;457.946747;245.019882;
11;242.188217;554.907654;
12;285.415222;486.512939;
13;331.973724;427.640259;
14;390.328491;363.563202;
15;445.558746;310.421753;
16;492.595795;274.55545;
18;280.656494;617.114929;
19;327.034088;550.034119;
20;380.091614;487.229034;
21;433.534088;425.563202;
22;487.097015;366.418152;
23;535.313293;324.702148;
25;379.523438;618.720154;
26;434.18927;561.266357;
27;482.031616;495.852997;
28;532.647705;434.236145;
29;576.63031;382.378204;
31;442.176147;690.845886;
32;489.509583;623.088745;
33;532.388123;560.387085;
34;585.49115;500.648071;
35;627.076721;453.22052;
36;643.094482;409.333466;
37;597.041077;631.226501;
38;632.99646;575.895935;
39;663.654846;512.289062;
40;692.012573;467.425873;
224;246.002487;398.37146;
238;309.046875;832.548645;
241;588.459167;828.946716;
242;631.94104;870.073486;
243;651.605591;906.975769;
244;644.392029;814.183228;
246;687.288513;871.393738;
