Sensor id; Sensor center x; Sensor center y;
17;652.861877;193.166199;
24;606.075256;227.527695;
30;564.578491;280.063202;
32;323.10556;439.271851;
34;410.022125;379.018066;
35;463.911591;357.581665;
36;521.99469;338.252838;
38;408.924713;469.562866;
39;465.059021;435.480774;
40;527.362915;415.931458;
41;598.068176;358.563202;
42;638.841614;304.994659;
43;685.688904;259.063202;
44;732.791931;216.725845;
46;422.1026;560.873596;
47;482.451355;533.442444;
48;539.22583;504.00177;
49;611.886719;450.520935;
50;667.588318;385.821442;
51;718.78894;327.711884;
52;764.949951;278.431458;
53;814.925781;217.681458;
54;506.428619;629.862549;
55;565.656982;578.088806;
56;625.573853;537.099792;
57;695.415466;474.598358;
58;748.068176;406.0;
59;798.671753;347.538574;
60;838.901306;274.764923;
61;591.635681;659.828125;
62;661.754639;611.588806;
63;716.802551;564.392029;
64;775.623596;496.104767;
65;821.601929;416.238281;
66;863.32196;350.120117;
67;641.460205;726.22583;
68;674.055054;672.392029;
69;765.828491;630.271301;
70;797.15448;579.094482;
71;844.078491;495.461884;
72;880.960205;429.365753;
73;656.816101;784.15448;
74;841.920471;628.389221;
75;886.801941;553.231567;
77;936.736084;395.978516;
78;915.454285;317.699921;
82;694.644897;824.83667;
83;878.897034;657.431458;
84;908.1026;599.239319;
87;968.103882;359.429657;
91;727.169495;844.246582;
102;797.937317;827.341187;
245;449.220184;781.730103;
247;519.639404;882.790405;
248;452.320984;728.892578;
249;508.715393;791.293884;
250;544.272217;842.797852;
252;505.354767;718.18396;
253;570.568176;729.5;
254;580.452087;790.092712;
255;622.573792;840.814087;
256;656.989868;869.59668;
