Sensor id; Sensor center x; Sensor center y;
1;818.0;696.0;
2;881.0;616.0;
3;931.0;530.0;
4;964.0;449.0;
5;963.0;373.0;
10;922.0;662.0;
11;984.0;578.0;
12;1024.0;490.0;
13;1024.0;410.0;
21;1057.0;383.0;
132;713.0;188.0;
144;662.0;213.0;
154;544.0;278.0;
162;463.0;377.0;
163;509.0;353.0;
164;578.0;327.0;
172;505.0;428.0;
173;551.0;396.0;
180;512.0;500.0;
181;566.0;463.0;
182;611.0;393.0;
183;658.0;328.0;
184;695.0;275.0;
185;741.0;231.0;
192;527.0;585.0;
193;587.0;547.0;
194;642.0;478.0;
195;683.0;408.0;
196;730.0;332.0;
197;780.0;276.0;
198;819.0;235.0;
199;466.0;752.0;
200;482.0;736.0;
201;445.0;731.0;
202;622.0;617.0;
203;656.0;562.0;
204;715.0;485.0;
205;760.0;410.0;
206;808.0;334.0;
207;858.0;284.0;
208;505.0;782.0;
209;490.0;803.0;
211;697.0;624.0;
212;736.0;562.0;
213;793.0;484.0;
214;841.0;404.0;
215;887.0;341.0;
216;564.0;823.0;
217;603.0;814.0;
218;641.0;797.0;
219;678.0;747.0;
220;735.0;697.0;
221;789.0;629.0;
222;825.0;553.0;
223;879.0;474.0;
224;910.0;407.0;
226;808.0;783.0;
227;711.0;823.0;
228;669.0;861.0;
229;613.0;865.0;
231;782.0;857.0;
232;735.0;890.0;
233;683.0;908.0;
238;943.0;846.0;
240;829.0;932.0;
