Sensor id; Sensor center x; Sensor center y;
110;463.0;365.0;
118;452.0;444.0;
119;493.0;400.0;
126;470.0;513.0;
127;507.0;454.0;
128;548.0;392.0;
129;589.0;326.0;
130;632.0;275.0;
131;683.0;236.0;
138;491.0;585.0;
139;525.0;521.0;
140;578.0;458.0;
141;627.0;393.0;
142;669.0;329.0;
143;712.0;282.0;
149;520.0;652.0;
150;558.0;604.0;
151;607.0;533.0;
152;661.0;463.0;
153;708.0;394.0;
154;755.0;339.0;
155;794.0;289.0;
157;546.0;763.0;
158;566.0;721.0;
159;595.0;666.0;
160;651.0;606.0;
161;692.0;542.0;
162;747.0;468.0;
163;798.0;407.0;
164;836.0;354.0;
165;569.0;858.0;
166;593.0;830.0;
167;613.0;784.0;
168;642.0;736.0;
169;692.0;676.0;
170;736.0;615.0;
171;775.0;543.0;
172;832.0;478.0;
173;866.0;416.0;
174;626.0;867.0;
175;659.0;835.0;
176;683.0;782.0;
177;731.0;727.0;
178;773.0;675.0;
179;812.0;611.0;
180;863.0;536.0;
181;900.0;467.0;
182;901.0;388.0;
187;686.0;871.0;
188;722.0;825.0;
189;749.0;777.0;
190;802.0;730.0;
191;834.0;662.0;
194;947.0;445.0;
195;942.0;369.0;
204;981.0;416.0;
210;971.0;616.0;
213;994.0;385.0;
