Sensor id; Sensor center x; Sensor center y;
6;532.0;261.0;
7;487.0;308.0;
8;436.0;361.0;
9;379.0;436.0;
14;506.0;210.0;
15;457.0;250.0;
16;399.0;297.0;
17;349.0;374.0;
22;428.0;204.0;
43;270.0;390.0;
44;290.0;442.0;
45;337.0;512.0;
52;227.0;461.0;
53;272.0;529.0;
59;191.0;470.0;
60;214.0;543.0;
79;249.0;621.0;
80;313.0;608.0;
81;403.0;570.0;
89;307.0;682.0;
90;393.0;645.0;
100;314.0;735.0;
101;398.0;779.0;
129;469.0;750.0;
130;476.0;701.0;
131;484.0;621.0;
132;481.0;533.0;
141;536.0;774.0;
142;545.0;720.0;
143;557.0;656.0;
144;549.0;564.0;
153;607.0;735.0;
155;609.0;585.0;
183;669.0;528.0;
184;624.0;501.0;
185;552.0;471.0;
186;460.0;445.0;
196;660.0;452.0;
197;597.0;422.0;
198;513.0;395.0;
205;698.0;416.0;
206;636.0;381.0;
207;565.0;345.0;
214;677.0;344.0;
215;609.0;310.0;
257;412.0;500.0;
