Sensor id; Sensor center x; Sensor center y;
27;430.0;122.0;
32;392.0;221.0;
33;447.0;153.0;
37;489.0;200.0;
38;545.0;165.0;
39;604.0;127.0;
40;663.0;96.0;
46;602.0;242.0;
47;655.0;198.0;
48;705.0;159.0;
49;735.0;119.0;
54;692.0;290.0;
55;733.0;236.0;
56;778.0;188.0;
57;801.0;143.0;
58;819.0;104.0;
62;773.0;325.0;
63;845.0;220.0;
64;857.0;161.0;
68;838.0;345.0;
69;867.0;299.0;
73;829.0;483.0;
82;852.0;557.0;
91;875.0;616.0;
111;920.0;624.0;
241;527.0;516.0;
242;566.0;561.0;
243;611.0;620.0;
244;576.0;480.0;
245;628.0;525.0;
246;664.0;586.0;
247;713.0;663.0;
248;642.0;436.0;
249;710.0;499.0;
250;740.0;575.0;
251;778.0;644.0;
252;694.0;388.0;
253;763.0;400.0;
254;772.0;481.0;
255;803.0;564.0;
256;835.0;627.0;
