Sensor id; Sensor center x; Sensor center y;
66;326.0;348.0;
72;299.0;414.0;
77;344.0;402.0;
78;384.0;333.0;
81;539.0;169.0;
86;386.0;475.0;
87;419.0;392.0;
88;459.0;320.0;
89;515.0;260.0;
90;570.0;204.0;
96;411.0;622.0;
97;434.0;546.0;
98;463.0;466.0;
99;497.0;389.0;
100;549.0;314.0;
101;642.0;325.0;
105;446.0;721.0;
106;466.0;682.0;
107;488.0;620.0;
108;518.0;548.0;
109;553.0;467.0;
110;585.0;384.0;
113;507.0;772.0;
114;515.0;736.0;
115;538.0;675.0;
116;581.0;612.0;
117;616.0;531.0;
118;634.0;456.0;
119;662.0;389.0;
123;599.0;724.0;
124;632.0;658.0;
125;665.0;588.0;
126;695.0;513.0;
127;718.0;428.0;
128;712.0;352.0;
133;606.0;856.0;
134;617.0;811.0;
135;644.0;758.0;
136;672.0;696.0;
137;704.0;635.0;
139;762.0;481.0;
140;769.0;391.0;
145;665.0;840.0;
146;685.0;794.0;
147;710.0;735.0;
148;739.0;673.0;
152;806.0;366.0;
156;759.0;795.0;
