Index; Bbox ymin xmin ymax xmax; Label; Sensor id;
0; 326.6 344.74 365.67 382.06 ; 1; 
1; 211.14 778.26 256.1 818.8 ; 1; 
2; 88.14 672.1 118.8 715.5 ; 1; 
3; 181.63 812.47 222.43 842.79 ; 1; 
4; 83.95 404.51 113.51 447.55 ; 1; 
5; 168.91 310.57 209.33 341.26 ; 1; 
6; 344.74 288.82 390.03 325.88 ; 1; 
7; 628.81 281.34 677.47 305.67 ; 1; 
8; 642.11 864.2 691.51 884.41 ; 1; 
9; 593.15 861.51 642.56 880.82 ; 1; 
10; 692.86 848.04 735.53 877.23 ; 1; 
11; 340.97 892.72 389.47 913.38 ; 1; 
12; 256.53 861.73 303.24 885.99 ; 1; 
13; 64.3 535.17 91.7 580.58 ; 0; 
14; 68.35 470.05 99.79 516.8 ; 1; 
15; 79.12 571.55 115.5 621.0 ; 1; 
16; 144.7 349.68 184.22 386.11 ; 1; 
17; 219.7 307.06 262.82 338.95 ; 1; 
18; 340.32 790.9 391.4 826.75 ; 0; 
19; 388.58 344.74 440.67 381.61 ; 1; 
20; 480.65 331.76 534.99 364.1 ; 1; 
21; 571.37 309.75 620.33 340.29 ; 1; 
22; 566.88 361.85 622.12 403.62 ; 1; 
23; 640.09 335.76 692.64 372.63 ; 1; 
24; 128.45 525.19 166.5 570.81 ; 1; 
25; 202.01 465.4 246.8 509.09 ; 1; 
26; 290.52 421.07 333.0 468.03 ; 1; 
27; 613.6 485.9 670.9 543.2 ; 1; 
28; 554.54 528.34 611.6 586.8 ; 1; 
29; 506.0 587.5 557.8 642.3 ; 1; 
30; 461.63 523.63 513.3 578.0 ; 0; 
31; 490.0 386.0 541.1 426.0 ; 1; 
32; 423.67 453.8 471.9 505.55 ; 1; 
33; 383.6 400.71 418.8 450.2 ; 1; 
34; 97.49 479.0 135.9 519.86 ; 1; 
35; 160.5 425.02 198.5 467.4 ; 1; 
36; 238.55 387.1 282.9 430.08 ; 1; 
37; 113.3 624.8 152.8 672.3 ; 1; 
38; 175.9 568.1 219.5 619.0 ; 1; 
39; 242.9 512.2 290.5 563.5 ; 1; 
40; 222.71 627.11 266.3 679.5 ; 1; 
41; 175.39 679.79 220.6 730.4 ; 1; 
42; 140.71 727.49 178.8 772.6 ; 1; 
43; 243.92 738.29 289.2 788.3 ; 1; 
44; 117.96 408.2 156.1 448.61 ; 1; 
45; 189.14 358.7 234.9 393.73 ; 1; 
46; 283.73 836.65 331.6 867.1 ; 1; 
47; 651.17 392.71 707.0 442.7 ; 0; 
48; 576.65 426.65 630.2 472.0 ; 1; 
49; 509.27 457.82 564.8 514.2 ; 1; 
