Sensor id; Sensor center x; Sensor center y;
9;585.0;238.0;
45;596.0;274.0;
53;534.0;320.0;
58;343.0;425.0;
59;396.0;395.0;
60;475.0;375.0;
65;354.0;464.0;
66;409.0;447.0;
72;378.0;511.0;
77;436.0;522.0;
78;491.0;461.0;
79;558.0;391.0;
80;624.0;331.0;
81;685.0;275.0;
85;428.0;656.0;
86;466.0;608.0;
87;520.0;535.0;
88;585.0;462.0;
89;656.0;398.0;
90;722.0;325.0;
93;432.0;837.0;
94;425.0;800.0;
96;469.0;732.0;
97;512.0;682.0;
98;559.0;621.0;
99;622.0;549.0;
100;686.0;476.0;
101;778.0;477.0;
104;487.0;866.0;
105;495.0;830.0;
106;515.0;796.0;
107;561.0;757.0;
108;615.0;695.0;
109;661.0;630.0;
110;719.0;555.0;
112;544.0;910.0;
115;613.0;813.0;
116;668.0;762.0;
117;725.0;688.0;
118;759.0;616.0;
119;792.0;553.0;
120;602.0;949.0;
124;726.0;806.0;
125;770.0;742.0;
126;802.0;677.0;
128;848.0;513.0;
129;842.0;437.0;
130;822.0;360.0;
133;665.0;945.0;
134;687.0;916.0;
137;804.0;786.0;
138;843.0;712.0;
141;899.0;467.0;
142;881.0;385.0;
145;734.0;931.0;
146;748.0;898.0;
147;778.0;859.0;
148;822.0;809.0;
156;801.0;870.0;
257;649.0;239.0;
