Sensor id; Sensor center x; Sensor center y;
5;622.0;406.0;
6;571.0;450.0;
7;512.0;511.0;
8;458.0;574.0;
9;405.0;660.0;
14;531.0;383.0;
15;469.0;439.0;
16;419.0;502.0;
17;362.0;594.0;
21;486.0;322.0;
22;425.0;378.0;
23;377.0;444.0;
24;327.0;527.0;
30;298.0;464.0;
42;257.0;531.0;
43;277.0;590.0;
44;308.0;658.0;
45;371.0;731.0;
50;210.0;536.0;
51;225.0;593.0;
52;245.0;654.0;
53;297.0;736.0;
80;348.0;811.0;
81;437.0;790.0;
89;339.0;875.0;
90;434.0;855.0;
100;342.0;913.0;
131;524.0;833.0;
132;520.0;739.0;
143;595.0;850.0;
144;593.0;765.0;
154;655.0;846.0;
155;657.0;777.0;
184;660.0;690.0;
185;593.0;674.0;
186;500.0;656.0;
196;701.0;632.0;
197;645.0;614.0;
198;549.0;598.0;
206;683.0;558.0;
207;605.0;534.0;
214;712.0;500.0;
215;652.0;484.0;
224;683.0;441.0;
257;449.0;715.0;
