Sensor id; Sensor center x; Sensor center y;
158;196.0;562.0;
161;283.0;313.0;
162;322.0;247.0;
163;379.0;196.0;
165;200.0;741.0;
168;253.0;531.0;
169;289.0;444.0;
170;321.0;369.0;
171;364.0;294.0;
172;408.0;236.0;
174;256.0;723.0;
175;273.0;660.0;
176;281.0;582.0;
177;333.0;503.0;
178;365.0;435.0;
179;410.0;362.0;
180;451.0;290.0;
187;311.0;720.0;
188;340.0;646.0;
189;364.0;568.0;
190;429.0;483.0;
191;441.0;428.0;
192;512.0;364.0;
193;550.0;289.0;
199;382.0;704.0;
200;430.0;634.0;
201;453.0;553.0;
202;604.0;357.0;
203;634.0;284.0;
208;479.0;695.0;
209;522.0;620.0;
210;676.0;417.0;
211;691.0;348.0;
212;713.0;287.0;
216;597.0;690.0;
217;664.0;637.0;
218;714.0;566.0;
219;733.0;485.0;
220;760.0;423.0;
221;773.0;351.0;
225;799.0;489.0;
226;859.0;504.0;
227;795.0;572.0;
228;766.0;643.0;
229;700.0;704.0;
230;911.0;553.0;
232;853.0;662.0;
233;799.0;718.0;
235;924.0;631.0;
237;868.0;744.0;
