Sensor id; Sensor center x; Sensor center y;
32;493.0;232.0;
33;559.0;167.0;
37;604.0;224.0;
38;671.0;191.0;
39;729.0;164.0;
46;709.0;257.0;
47;765.0;231.0;
48;812.0;207.0;
49;841.0;181.0;
54;801.0;329.0;
55;843.0;279.0;
56;874.0;243.0;
61;879.0;369.0;
241;592.0;470.0;
242;659.0;528.0;
243;702.0;603.0;
244;671.0;448.0;
245;737.0;511.0;
246;761.0;585.0;
247;786.0;659.0;
248;750.0;437.0;
249;809.0;511.0;
250;830.0;587.0;
251;855.0;655.0;
252;806.0;416.0;
253;863.0;432.0;
254;870.0;511.0;
256;907.0;660.0;
