Sensor id; Sensor center x; Sensor center y;
8;817.0;190.0;
81;701.0;246.0;
90;657.0;288.0;
101;582.0;423.0;
110;514.0;439.0;
119;550.0;492.0;
127;573.0;557.0;
128;623.0;490.0;
129;662.0;420.0;
130;700.0;360.0;
131;742.0;302.0;
132;782.0;247.0;
136;509.0;746.0;
140;660.0;561.0;
141;697.0;495.0;
142;741.0;423.0;
143;786.0;362.0;
144;826.0;291.0;
147;548.0;803.0;
148;566.0;780.0;
150;633.0;712.0;
151;683.0;640.0;
152;742.0;570.0;
153;784.0;497.0;
154;832.0;426.0;
155;872.0;352.0;
156;589.0;859.0;
157;606.0;827.0;
160;728.0;705.0;
161;768.0;639.0;
162;825.0;567.0;
163;875.0;494.0;
164;917.0;426.0;
165;632.0;891.0;
166;650.0;870.0;
169;758.0;770.0;
170;814.0;707.0;
171;858.0;640.0;
172;912.0;558.0;
173;946.0;497.0;
174;688.0;897.0;
178;846.0;753.0;
179;896.0;690.0;
180;945.0;617.0;
181;985.0;535.0;
182;985.0;457.0;
183;958.0;370.0;
184;916.0;309.0;
185;869.0;257.0;
187;743.0;905.0;
188;782.0;868.0;
189;818.0;835.0;
190;870.0;799.0;
191;913.0;735.0;
195;1026.0;407.0;
196;984.0;325.0;
199;803.0;885.0;
200;850.0;851.0;
201;877.0;821.0;
205;1037.0;360.0;
257;741.0;215.0;
