Sensor id; Sensor center x; Sensor center y;
5;688.0;286.0;
6;642.0;323.0;
7;609.0;390.0;
8;558.0;463.0;
9;517.0;550.0;
14;603.0;271.0;
15;560.0;322.0;
16;516.0;387.0;
17;472.0;482.0;
21;554.0;217.0;
22;517.0;270.0;
23;476.0;322.0;
24;426.0;414.0;
27;505.0;183.0;
28;460.0;230.0;
29;427.0;286.0;
30;385.0;355.0;
41;313.0;371.0;
42;342.0;433.0;
43;375.0;490.0;
44;417.0;556.0;
45;481.0;627.0;
50;272.0;440.0;
51;306.0;507.0;
52;340.0;568.0;
53;409.0;643.0;
59;283.0;575.0;
60;335.0;651.0;
78;323.0;725.0;
79;393.0;728.0;
80;459.0;706.0;
81;552.0;674.0;
87;324.0;778.0;
88;394.0;777.0;
89;457.0;769.0;
90;546.0;743.0;
99;388.0;819.0;
100;457.0;817.0;
129;603.0;809.0;
130;626.0;776.0;
131;632.0;709.0;
132;624.0;625.0;
142;674.0;779.0;
143;689.0;723.0;
144;693.0;646.0;
185;690.0;562.0;
186;602.0;547.0;
197;729.0;495.0;
198;645.0;486.0;
206;761.0;437.0;
207;692.0;423.0;
215;724.0;363.0;
224;755.0;317.0;
257;558.0;609.0;
