Sensor id; Sensor center x; Sensor center y;
151;352.0;297.0;
152;407.0;227.0;
158;314.0;508.0;
159;334.0;428.0;
160;370.0;342.0;
161;417.0;270.0;
162;472.0;200.0;
167;354.0;561.0;
168;362.0;483.0;
169;402.0;400.0;
170;450.0;318.0;
171;495.0;252.0;
172;553.0;190.0;
175;399.0;622.0;
176;415.0;540.0;
177;448.0;455.0;
178;488.0;375.0;
179;538.0;306.0;
180;590.0;237.0;
187;432.0;672.0;
188;461.0;594.0;
189;480.0;518.0;
190;523.0;442.0;
191;567.0;363.0;
192;634.0;304.0;
193;703.0;237.0;
194;729.0;174.0;
199;507.0;652.0;
200;542.0;583.0;
201;554.0;510.0;
202;755.0;299.0;
203;778.0;232.0;
204;795.0;176.0;
208;586.0;652.0;
209;622.0;581.0;
210;804.0;361.0;
211;833.0;295.0;
212;848.0;231.0;
213;849.0;182.0;
216;685.0;651.0;
217;747.0;578.0;
218;808.0;510.0;
219;833.0;436.0;
220;873.0;363.0;
221;898.0;296.0;
225;892.0;442.0;
227;875.0;519.0;
228;835.0;602.0;
229;767.0;660.0;
231;933.0;551.0;
232;903.0;619.0;
233;855.0;685.0;
236;956.0;645.0;
237;911.0;709.0;
240;972.0;682.0;
