Sensor id; Sensor center x; Sensor center y;
109;379.0;358.0;
111;257.0;787.0;
112;253.0;744.0;
115;316.0;545.0;
116;358.0;464.0;
117;413.0;404.0;
118;455.0;366.0;
120;306.0;771.0;
121;294.0;735.0;
122;325.0;677.0;
123;350.0;602.0;
124;394.0;530.0;
125;437.0;463.0;
126;490.0;406.0;
133;353.0;771.0;
134;362.0;725.0;
135;393.0;666.0;
136;431.0;604.0;
137;471.0;535.0;
138;522.0;477.0;
139;565.0;424.0;
140;610.0;382.0;
141;632.0;357.0;
145;416.0;784.0;
146;433.0;732.0;
147;473.0;673.0;
148;513.0;606.0;
149;554.0;540.0;
150;606.0;492.0;
156;507.0;753.0;
157;550.0;676.0;
158;592.0;617.0;
159;634.0;560.0;
165;548.0;792.0;
166;578.0;754.0;
167;620.0;693.0;
168;667.0;636.0;
174;603.0;811.0;
175;642.0;768.0;
176;677.0;704.0;
177;724.0;653.0;
208;717.0;854.0;
209;740.0;805.0;
