Index; Bbox ymin xmin ymax xmax; Label; Sensor id;
0; 137.87 686.7 167.8 726.0 ; 1; 
1; 103.31 711.71 135.9 750.4 ; 1; 
2; 197.73 715.64 233.3 753.8 ; 1; 
3; 142.2 818.3 173.83 848.37 ; 1; 
4; 288.0 820.9 326.0 850.5 ; 1; 
5; 406.0 830.3 445.7 852.0 ; 1; 
6; 175.4 502.9 206.6 547.5 ; 1; 
7; 138.7 473.38 169.7 511.38 ; 1; 
8; 240.43 688.65 280.43 726.7 ; 1; 
9; 380.88 528.2 425.9 576.2 ; 1; 
10; 453.9 601.47 499.7 646.1 ; 1; 
11; 499.54 632.97 546.0 676.4 ; 1; 
12; 367.07 594.58 414.5 641.1 ; 0; 
13; 420.0 654.9 465.6 699.3 ; 1; 
14; 484.9 685.0 530.2 721.0 ; 1; 
15; 563.42 709.53 607.0 742.53 ; 0; 
16; 351.1 663.4 395.2 705.5 ; 1; 
17; 407.0 720.0 452.8 752.9 ; 1; 
18; 480.3 743.0 524.0 775.0 ; 1; 
19; 195.87 605.39 230.9 651.0 ; 1; 
20; 166.37 645.89 200.7 688.2 ; 1; 
21; 326.93 766.68 371.33 794.4 ; 1; 
22; 220.07 379.42 252.82 413.76 ; 1; 
23; 163.93 410.3 197.62 443.39 ; 1; 
24; 189.82 425.89 224.44 462.73 ; 1; 
25; 115.28 451.78 142.72 486.43 ; 1; 
26; 98.44 517.62 128.38 554.74 ; 1; 
27; 77.54 568.74 97.81 611.5 ; 1; 
28; 65.37 665.15 88.14 708.5 ; 1; 
29; 61.01 609.32 85.02 652.67 ; 0; 
30; 86.58 646.75 119.02 687.92 ; 1; 
31; 114.34 600.28 142.72 642.69 ; 1; 
32; 140.85 552.84 174.23 598.72 ; 1; 
33; 314.31 702.0 357.4 741.4 ; 1; 
34; 245.73 844.65 284.04 872.81 ; 1; 
35; 205.42 865.01 240.53 890.57 ; 1; 
36; 165.78 871.51 199.14 894.9 ; 1; 
37; 96.88 781.17 123.39 816.11 ; 1; 
38; 399.78 769.52 443.5 803.9 ; 1; 
39; 478.0 796.1 519.8 823.0 ; 1; 
40; 535.87 817.46 576.2 848.1 ; 1; 
41; 265.97 761.75 306.6 796.5 ; 1; 
42; 121.87 767.79 155.7 801.5 ; 1; 
43; 181.42 811.95 217.8 842.7 ; 1; 
44; 160.3 748.35 194.6 786.8 ; 1; 
45; 221.05 787.97 258.4 819.4 ; 1; 
46; 334.94 802.63 378.48 836.64 ; 0; 
47; 247.83 401.88 286.51 433.72 ; 0; 
48; 555.87 768.9 595.9 805.33 ; 1; 
49; 471.52 842.18 514.84 867.09 ; 1; 
50; 532.82 862.76 573.32 887.88 ; 1; 
51; 485.17 890.92 525.24 911.06 ; 1; 
52; 540.62 896.76 579.39 913.01 ; 1; 
