Sensor id; Sensor center x; Sensor center y;
6;481.0;395.0;
7;454.0;445.0;
8;407.0;511.0;
9;361.0;593.0;
14;440.0;347.0;
15;406.0;390.0;
16;365.0;451.0;
17;322.0;538.0;
21;402.0;307.0;
22;369.0;348.0;
23;328.0;397.0;
24;281.0;483.0;
30;251.0;435.0;
42;209.0;502.0;
43;228.0;553.0;
44;275.0;612.0;
45;332.0;673.0;
51;184.0;562.0;
52;212.0;620.0;
53;270.0;688.0;
58;143.0;574.0;
59;167.0;626.0;
60;209.0;699.0;
79;254.0;774.0;
80;321.0;755.0;
81;406.0;723.0;
88;258.0;834.0;
89;322.0;821.0;
90;407.0;789.0;
99;265.0;882.0;
100;329.0;870.0;
129;480.0;875.0;
130;495.0;827.0;
131;496.0;761.0;
132;476.0;673.0;
141;554.0;887.0;
142;557.0;839.0;
143;561.0;777.0;
144;546.0;693.0;
155;602.0;703.0;
183;649.0;626.0;
184;604.0;626.0;
185;534.0;604.0;
186;449.0;594.0;
196;635.0;563.0;
197;571.0;550.0;
198;491.0;536.0;
205;656.0;513.0;
206;596.0;496.0;
207;527.0;476.0;
257;407.0;652.0;
