Sensor id; Sensor center x; Sensor center y;
9;661.0;234.0;
17;621.0;275.0;
24;578.0;319.0;
27;341.0;451.0;
28;394.0;421.0;
29;459.0;394.0;
30;535.0;381.0;
34;377.0;494.0;
35;448.0;474.0;
36;505.0;445.0;
38;400.0;596.0;
39;457.0;561.0;
40;519.0;521.0;
41;574.0;452.0;
42;618.0;391.0;
43;664.0;331.0;
44;706.0;284.0;
45;743.0;239.0;
46;432.0;694.0;
47;482.0;657.0;
48;539.0;612.0;
49;593.0;552.0;
50;650.0;479.0;
51;690.0;407.0;
52;737.0;348.0;
53;780.0;286.0;
54;513.0;758.0;
55;561.0;698.0;
56;624.0;645.0;
57;670.0;571.0;
58;719.0;495.0;
59;762.0;415.0;
60;817.0;347.0;
61;599.0;784.0;
62;652.0;717.0;
63;703.0;655.0;
64;746.0;577.0;
65;796.0;491.0;
66;841.0;422.0;
67;641.0;851.0;
68;691.0;786.0;
69;733.0;726.0;
70;787.0;661.0;
71;828.0;572.0;
72;865.0;502.0;
74;842.0;705.0;
75;870.0;629.0;
76;904.0;542.0;
77;912.0;455.0;
78;895.0;374.0;
82;713.0;937.0;
86;958.0;497.0;
87;951.0;411.0;
91;758.0;948.0;
92;817.0;890.0;
241;361.0;843.0;
242;422.0;939.0;
244;407.0;863.0;
248;461.0;888.0;
249;519.0;938.0;
252;506.0;849.0;
253;579.0;858.0;
254;588.0;923.0;
257;701.0;210.0;
