Sensor id; Sensor center x; Sensor center y;
111;111.0;821.0;
114;151.0;594.0;
115;191.0;511.0;
116;232.0;427.0;
120;150.0;792.0;
121;166.0;727.0;
122;190.0;655.0;
123;223.0;572.0;
124;262.0;484.0;
125;312.0;415.0;
133;195.0;781.0;
134;228.0;697.0;
135;266.0;634.0;
136;309.0;554.0;
137;351.0;477.0;
138;409.0;410.0;
139;449.0;360.0;
145;234.0;761.0;
146;300.0;702.0;
147;344.0;627.0;
148;389.0;555.0;
149;437.0;483.0;
150;495.0;423.0;
151;538.0;381.0;
156;380.0;701.0;
157;426.0;628.0;
158;473.0;560.0;
159;525.0;493.0;
165;404.0;765.0;
166;463.0;706.0;
167;508.0;638.0;
168;557.0;581.0;
169;600.0;543.0;
174;480.0;775.0;
175;531.0;722.0;
176;572.0;654.0;
189;622.0;688.0;
190;651.0;662.0;
201;646.0;719.0;
