Sensor id; Sensor center x; Sensor center y;
3;375.0;585.0;
4;419.0;525.0;
5;466.0;455.0;
6;512.0;405.0;
7;541.0;349.0;
8;585.0;314.0;
12;450.0;578.0;
13;502.0;514.0;
14;552.0;450.0;
15;588.0;402.0;
16;627.0;351.0;
18;445.0;697.0;
19;491.0;649.0;
20;542.0;577.0;
21;592.0;513.0;
22;626.0;453.0;
23;666.0;406.0;
25;543.0;711.0;
26;591.0;650.0;
27;637.0;580.0;
28;681.0;518.0;
29;707.0;463.0;
31;595.0;774.0;
32;637.0;713.0;
33;689.0;649.0;
34;725.0;581.0;
35;751.0;528.0;
36;765.0;480.0;
37;725.0;702.0;
39;789.0;593.0;
41;821.0;449.0;
214;374.0;452.0;
215;432.0;411.0;
223;362.0;526.0;
224;405.0;474.0;
238;445.0;911.0;
240;396.0;955.0;
