Sensor id; Sensor center x; Sensor center y;
32;566.0;199.0;
33;619.0;143.0;
37;660.0;191.0;
38;712.0;161.0;
40;802.0;115.0;
46;764.0;238.0;
47;810.0;197.0;
48;847.0;166.0;
49;865.0;137.0;
54;855.0;281.0;
55;881.0;234.0;
56;910.0;202.0;
57;921.0;168.0;
61;922.0;319.0;
73;988.0;475.0;
102;1028.0;618.0;
241;665.0;441.0;
242;751.0;545.0;
243;785.0;611.0;
244;741.0;440.0;
245;809.0;503.0;
246;841.0;575.0;
247;867.0;669.0;
248;812.0;415.0;
249;883.0;480.0;
250;909.0;570.0;
251;933.0;655.0;
252;861.0;371.0;
253;929.0;388.0;
254;936.0;468.0;
255;969.0;561.0;
256;987.0;627.0;
