Sensor id; Sensor center x; Sensor center y;
1;774.0;787.0;
2;816.0;668.0;
3;843.0;560.0;
4;854.0;459.0;
5;847.0;375.0;
6;820.0;308.0;
10;884.0;686.0;
11;914.0;593.0;
12;927.0;488.0;
13;919.0;395.0;
18;975.0;620.0;
19;997.0;526.0;
20;987.0;429.0;
153;338.0;426.0;
154;389.0;384.0;
163;374.0;467.0;
164;429.0;420.0;
172;383.0;550.0;
173;420.0;505.0;
180;412.0;636.0;
181;455.0;577.0;
182;484.0;491.0;
183;513.0;404.0;
184;544.0;328.0;
185;586.0;268.0;
189;373.0;801.0;
192;454.0;722.0;
193;489.0;659.0;
194;523.0;576.0;
195;559.0;480.0;
196;599.0;389.0;
197;634.0;317.0;
198;674.0;253.0;
200;417.0;863.0;
201;422.0;832.0;
202;540.0;737.0;
203;571.0;661.0;
204;608.0;565.0;
205;648.0;465.0;
206;688.0;376.0;
207;726.0;299.0;
208;445.0;908.0;
209;473.0;900.0;
210;602.0;805.0;
211;627.0;730.0;
212;657.0;646.0;
213;700.0;548.0;
214;733.0;453.0;
215;769.0;370.0;
216;519.0;951.0;
217;571.0;940.0;
218;612.0;917.0;
219;642.0;869.0;
220;686.0;802.0;
221;722.0;711.0;
222;744.0;620.0;
223;779.0;523.0;
224;797.0;439.0;
225;711.0;871.0;
226;780.0;871.0;
227;695.0;928.0;
228;656.0;972.0;
230;838.0;898.0;
231;772.0;944.0;
234;898.0;892.0;
235;841.0;948.0;
238;944.0;870.0;
239;881.0;947.0;
