Sensor id; Sensor center x; Sensor center y;
3;195.0;569.0;
4;245.0;497.0;
5;305.0;434.0;
7;421.0;329.0;
8;474.0;294.0;
12;263.0;556.0;
13;339.0;488.0;
14;410.0;420.0;
15;468.0;374.0;
18;253.0;702.0;
19;314.0;642.0;
20;388.0;563.0;
21;456.0;494.0;
22;519.0;434.0;
25;380.0;725.0;
26;440.0;665.0;
27;512.0;575.0;
28;571.0;508.0;
29;615.0;456.0;
31;437.0;818.0;
32;497.0;734.0;
33;567.923523;660.923523;
34;626.0;586.0;
35;663.0;537.0;
37;616.218933;734.995239;
38;668.0;675.0;
223;182.0;509.0;
224;235.0;457.0;
238;267.0;937.0;
241;581.905518;955.513428;
242;623.0;994.0;
244;635.0;943.0;
