Sensor id; Sensor center x; Sensor center y;
49;510.0;245.0;
57;557.0;232.0;
61;475.0;453.0;
62;530.0;367.0;
63;576.0;296.0;
64;622.0;227.0;
67;513.0;530.0;
68;549.0;443.0;
69;613.0;367.0;
70;652.0;301.0;
71;692.0;235.0;
73;557.0;601.0;
74;701.0;355.0;
75;748.0;289.0;
82;621.0;669.0;
83;767.0;422.0;
84;789.0;355.0;
85;834.0;300.0;
86;882.0;205.0;
87;903.0;174.0;
91;707.0;721.0;
92;749.0;635.0;
93;792.0;556.0;
94;804.0;479.0;
95;849.0;420.0;
96;887.0;344.0;
97;922.0;286.0;
102;813.0;695.0;
103;837.0;631.0;
104;877.0;554.0;
105;894.0;480.0;
106;926.0;421.0;
107;973.0;362.0;
111;917.0;680.0;
112;924.0;622.0;
113;958.0;553.0;
114;993.0;495.0;
120;993.0;696.0;
121;997.0;637.0;
122;1022.0;574.0;
123;1050.0;515.0;
133;1039.0;690.0;
135;1070.0;588.0;
136;1086.0;547.0;
145;1086.0;709.0;
247;467.0;847.0;
250;454.0;737.0;
251;518.822144;808.274963;
253;452.0;540.0;
254;473.0;629.0;
255;525.0;706.0;
256;608.0;756.0;
