Sensor id; Sensor center x; Sensor center y;
98;324.0;427.0;
99;376.0;371.0;
104;285.0;768.0;
105;280.0;708.0;
108;355.0;467.0;
109;393.0;397.0;
113;318.0;739.0;
114;340.0;667.0;
115;359.0;595.0;
116;397.0;514.0;
117;447.0;435.0;
118;472.0;372.0;
120;360.0;858.0;
121;373.0;799.0;
122;395.0;717.0;
123;415.0;653.0;
124;454.0;567.0;
125;499.0;495.0;
126;526.0;420.0;
133;413.0;841.0;
134;446.0;781.0;
135;477.0;707.0;
136;505.0;636.0;
137;548.0;555.0;
138;584.0;480.0;
139;608.0;417.0;
140;660.0;369.0;
145;484.0;829.0;
146;523.0;772.0;
147;557.0;700.0;
148;596.0;627.0;
149;638.0;557.0;
150;680.0;489.0;
151;714.0;440.0;
156;608.0;767.0;
157;639.0;700.0;
158;688.0;636.0;
165;637.0;818.0;
166;676.0;769.0;
167;715.0;705.0;
168;767.0;650.0;
174;711.0;829.0;
175;745.0;780.0;
176;772.0;717.0;
187;765.0;836.0;
188;784.0;792.0;
199;794.0;850.0;
