Sensor id; Sensor center x; Sensor center y;
105;123.753876;642.781372;
112;182.787506;708.534363;
113;159.631607;652.071594;
114;166.550247;575.267151;
117;305.987976;327.700684;
118;343.1203;275.919983;
122;216.067947;627.816406;
123;240.570312;538.246094;
124;282.351562;452.402344;
125;341.174988;374.443726;
126;389.07074;314.549988;
133;235.312805;748.757141;
134;251.609772;683.452209;
135;293.843781;602.599731;
136;335.887543;515.649658;
137;384.441406;439.496094;
138;428.254211;370.544678;
139;478.558594;313.347656;
145;297.680084;732.430542;
146;339.850952;660.1203;
147;385.79538;594.716675;
148;429.267365;511.041168;
149;478.010498;438.585938;
150;540.990173;385.515747;
151;586.566162;340.110474;
152;624.027344;309.371002;
156;444.032684;654.551636;
157;489.483002;588.642883;
158;533.457092;519.473816;
159;590.96637;457.189545;
160;668.949585;382.677917;
165;483.478485;734.15625;
166;538.41217;654.369019;
167;584.913818;595.287048;
168;640.292603;538.43927;
174;586.297729;725.279358;
175;629.514343;674.714722;
176;665.736816;618.209045;
187;700.709839;707.568787;
188;737.336853;655.833374;
208;778.201965;829.862854;
