Sensor id; Sensor center x; Sensor center y;
4;298.0;483.0;
5;352.0;426.0;
8;524.0;278.0;
11;284.0;601.0;
12;316.0;529.0;
13;374.0;473.0;
14;433.0;405.0;
15;491.0;359.0;
16;548.0;324.0;
18;309.0;671.0;
19;345.0;605.0;
20;402.0;545.0;
21;474.0;479.0;
22;531.0;426.0;
23;591.0;372.0;
25;397.0;695.0;
26;446.0;642.0;
27;513.0;558.0;
28;572.0;493.0;
29;622.0;446.0;
31;440.5625;774.46875;
32;494.0;706.0;
33;562.0;642.0;
34;616.0;576.0;
35;665.0;523.0;
36;690.0;473.0;
37;615.0;717.0;
38;666.0;653.0;
39;702.0;587.0;
40;731.0;543.0;
41;739.0;462.0;
49;761.0;533.0;
50;770.0;455.0;
58;791.0;446.0;
241;582.0;930.0;
242;626.0;973.0;
244;641.0;910.0;
