Sensor id; Sensor center x; Sensor center y;
33;527.302979;190.577469;
37;568.153992;234.805847;
38;620.306763;182.36879;
46;657.6698;254.229568;
47;716.0;213.710297;
48;766.568542;190.291489;
54;751.87616;309.719666;
55;803.825439;260.339386;
56;849.864868;217.342316;
57;885.233887;190.033264;
61;830.921631;343.679657;
62;892.765076;301.845886;
63;935.599976;262.137054;
64;953.912842;218.129822;
69;972.523804;343.568237;
82;958.759155;599.740906;
91;995.552002;639.207886;
92;1036.680786;586.53894;
102;1025.723877;651.702209;
241;550.992188;493.296875;
242;609.726562;560.984375;
243;639.061096;612.254944;
244;615.320312;450.40625;
245;676.898438;507.375;
246;701.001587;584.262512;
247;747.244019;657.047424;
248;681.373047;436.702881;
249;751.476562;494.820312;
250;793.859375;579.703125;
251;830.333252;650.898438;
252;751.099976;399.663818;
253;827.375;412.75;
254;831.534363;489.967194;
255;873.371704;585.22052;
256;873.373901;639.428894;
