Sensor id; Sensor center x; Sensor center y;
28;483.0;183.0;
31;412.0;435.0;
32;432.0;360.0;
33;469.0;283.0;
34;519.0;225.0;
37;532.0;333.0;
38;589.0;285.0;
39;622.0;230.0;
46;652.0;356.0;
47;691.0;296.0;
48;726.0;243.0;
49;746.0;189.0;
50;749.0;150.0;
54;747.0;386.0;
55;776.0;315.0;
56;805.0;256.0;
57;808.0;204.0;
58;814.0;157.0;
61;828.0;398.0;
62;850.0;332.0;
73;895.0;554.0;
241;597.0;622.0;
242;675.0;688.0;
243;722.0;751.0;
244;658.0;578.0;
245;736.0;643.0;
246;774.0;707.0;
247;800.0;779.0;
248;726.0;544.0;
249;801.0;599.0;
250;832.0;676.0;
251;865.0;743.0;
252;770.0;485.0;
253;835.0;479.0;
255;878.0;652.0;
256;900.0;700.0;
