Sensor id; Sensor center x; Sensor center y;
117;357.362061;424.155182;
122;264.327576;679.43103;
123;302.450012;603.650024;
124;338.96875;529.234375;
125;388.523438;472.257812;
134;298.5;733.5;
135;329.855469;659.905212;
136;374.291901;588.949219;
137;414.254974;523.517029;
138;465.254974;470.140625;
145;319.023804;781.871826;
146;364.754974;725.775574;
147;400.189178;653.635132;
148;455.671875;592.234375;
149;493.676025;532.758728;
150;550.674561;485.749054;
151;588.617188;453.290833;
156;438.992767;728.004883;
157;482.832458;665.273987;
158;535.117188;609.0;
159;574.0;550.113647;
160;623.5;519.048279;
165;443.301483;791.59729;
166;509.065704;740.75531;
167;559.206726;681.03479;
168;604.28595;635.190857;
174;511.096588;808.773071;
176;616.635315;708.703125;
177;661.058838;673.735291;
188;623.5;790.5;
189;656.5;743.5;
