Sensor id; Sensor center x; Sensor center y;
1;795.5;823.5;
3;918.724487;684.036011;
4;955.34314;612.037781;
5;967.599976;528.799988;
10;896.726074;789.052246;
11;955.617188;719.587708;
132;735.823547;307.205902;
144;685.068176;341.126465;
154;555.0;394.0;
155;638.5;391.5;
163;522.849976;471.450012;
164;596.0;462.5;
172;507.617188;552.297913;
173;562.0;529.0;
180;513.440674;625.661377;
181;571.309814;597.888916;
182;628.307678;539.538452;
183;680.0;477.0;
184;715.099976;418.700012;
185;763.099976;366.200012;
192;522.918335;700.864014;
193;581.72052;676.788696;
194;646.005676;623.465759;
195;696.470581;560.882324;
196;749.0;487.5;
197;800.349976;426.450012;
202;614.396362;745.955811;
203;657.367493;697.98468;
204;718.817871;636.189392;
205;772.028076;568.369934;
206;829.019226;486.596161;
207;877.0;434.0;
210;638.734375;804.260315;
211;686.045349;754.671753;
212;739.0;704.786194;
213;794.40271;641.105103;
214;847.754944;569.820312;
215;895.206909;501.517242;
216;539.1651;928.233643;
217;578.744873;886.897217;
218;615.717529;884.664673;
219;650.88208;849.554688;
220;713.75;813.835205;
222;820.496277;702.074646;
223;882.279297;640.497803;
224;913.518127;574.515625;
225;708.799988;875.685547;
226;770.868591;888.893127;
227;680.996033;919.933777;
228;635.726746;931.419495;
229;604.51239;956.257874;
231;736.9375;941.078125;
232;693.446899;963.391418;
234;872.101135;929.310913;
236;765.891785;986.309509;
238;905.115051;915.228027;
239;845.844971;958.358582;
240;814.697144;993.67804;
