Index; Bbox ymin xmin ymax xmax; Label; Sensor id;
0; 686.44 728.5 725.4 770.49 ; 1; 
1; 341.26 270.87 383.72 299.05 ; 1; 
2; 188.46 537.68 207.69 583.94 ; 1; 
3; 714.24 821.32 751.98 848.45 ; 1; 
4; 418.81 244.85 463.72 272.17 ; 1; 
5; 319.25 318.54 358.18 361.62 ; 1; 
6; 267.6 353.72 297.92 396.43 ; 1; 
7; 219.69 473.86 243.65 516.94 ; 1; 
8; 189.38 668.15 217.1 713.8 ; 1; 
9; 477.95 281.15 527.35 314.1 ; 1; 
10; 514.25 237.73 561.03 266.93 ; 1; 
11; 592.85 254.95 637.76 283.77 ; 1; 
12; 581.99 299.12 629.15 339.91 ; 1; 
13; 514.25 861.24 561.41 888.97 ; 1; 
14; 614.55 858.99 653.85 886.73 ; 1; 
15; 561.03 822.69 607.82 850.8 ; 1; 
16; 660.96 827.18 700.26 855.66 ; 1; 
17; 502.93 739.11 553.4 779.5 ; 0; 
18; 612.44 756.7 656.5 794.38 ; 1; 
19; 535.66 784.54 584.5 820.7 ; 1; 
20; 458.0 786.99 504.5 820.7 ; 1; 
21; 380.7 780.83 425.23 814.03 ; 1; 
22; 308.46 767.69 350.2 801.1 ; 1; 
23; 243.82 729.02 280.7 766.8 ; 1; 
24; 700.71 780.9 735.4 814.38 ; 1; 
25; 642.49 801.4 684.5 833.44 ; 1; 
26; 487.89 835.41 535.0 860.7 ; 1; 
27; 409.6 832.31 451.02 856.8 ; 1; 
28; 332.59 818.82 373.8 846.5 ; 1; 
29; 809.36 429.76 844.6 477.1 ; 1; 
30; 812.78 494.12 841.8 541.5 ; 1; 
31; 192.43 605.74 215.7 650.2 ; 0; 
32; 650.1 387.87 692.8 438.7 ; 1; 
33; 675.66 337.49 722.1 383.4 ; 1; 
34; 227.9 645.93 258.5 689.3 ; 1; 
35; 281.46 597.55 323.4 644.3 ; 1; 
36; 330.7 554.3 375.4 600.2 ; 1; 
37; 386.7 510.8 433.71 560.7 ; 1; 
38; 459.73 464.44 508.5 514.7 ; 1; 
39; 522.16 419.33 570.9 468.9 ; 1; 
40; 554.69 354.1 603.2 401.8 ; 1; 
41; 445.94 398.1 496.4 448.5 ; 0; 
42; 460.8 342.24 509.24 387.15 ; 1; 
43; 378.12 432.93 424.7 481.2 ; 1; 
44; 383.19 352.29 427.0 399.8 ; 1; 
45; 391.56 289.5 436.7 331.18 ; 1; 
46; 313.88 471.51 354.7 517.8 ; 1; 
47; 315.26 375.8 354.5 420.08 ; 1; 
48; 260.4 517.2 297.9 564.73 ; 1; 
49; 219.68 563.26 247.6 609.0 ; 1; 
50; 612.62 450.67 656.9 500.6 ; 1; 
51; 551.2 497.8 597.96 544.68 ; 1; 
52; 483.6 538.9 532.87 586.1 ; 1; 
53; 408.1 582.69 455.83 626.94 ; 1; 
54; 347.81 626.26 392.3 674.6 ; 1; 
55; 282.44 679.29 321.1 723.3 ; 1; 
56; 731.88 424.41 771.4 475.9 ; 1; 
57; 686.21 472.81 723.8 522.62 ; 1; 
58; 892.87 391.71 912.2 434.75 ; 1; 
59; 816.45 733.21 840.46 767.23 ; 1; 
60; 903.78 488.71 921.25 531.13 ; 1; 
61; 572.5 712.2 618.95 757.73 ; 1; 
62; 648.44 681.29 687.1 724.86 ; 1; 
63; 707.5 634.46 743.4 681.4 ; 1; 
64; 755.0 586.8 789.97 630.27 ; 1; 
65; 430.55 722.34 479.2 764.9 ; 1; 
66; 499.8 682.0 548.64 725.1 ; 1; 
67; 572.9 634.0 618.77 681.49 ; 1; 
68; 646.81 603.44 688.9 652.0 ; 1; 
69; 702.8 556.18 738.8 602.3 ; 1; 
70; 750.09 513.44 786.1 561.0 ; 1; 
71; 346.83 707.16 392.4 749.0 ; 1; 
72; 916.57 393.89 935.28 432.26 ; 1; 
73; 419.15 651.13 467.0 696.2 ; 1; 
74; 493.7 610.78 542.05 657.3 ; 1; 
75; 565.5 563.86 612.07 613.3 ; 1; 
76; 804.6 561.97 834.54 604.74 ; 0; 
77; 830.17 594.41 860.74 632.49 ; 1; 
78; 838.28 635.27 873.21 672.42 ; 1; 
79; 846.08 685.49 872.9 724.19 ; 1; 
80; 848.58 518.31 880.08 560.76 ; 1; 
81; 877.27 560.42 901.29 601.62 ; 1; 
82; 852.94 382.04 874.15 432.26 ; 1; 
83; 878.21 449.1 900.04 495.57 ; 1; 
84; 927.8 476.2 948.69 514.91 ; 0; 
85; 905.65 539.52 931.54 582.28 ; 1; 
86; 914.7 425.71 934.97 465.94 ; 1; 
87; 633.8 533.7 677.36 578.2 ; 1; 
88; 266.76 424.77 296.76 464.77 ; 1; 
