Sensor id; Sensor center x; Sensor center y;
4;286.0;617.0;
5;339.0;553.0;
6;394.0;487.0;
7;449.0;423.0;
8;508.0;377.0;
9;558.0;323.0;
11;277.0;740.0;
12;316.0;685.0;
13;375.0;627.0;
14;435.0;556.0;
15;489.0;490.0;
16;547.0;436.0;
17;601.0;374.0;
18;313.0;808.0;
19;364.0;762.0;
20;421.0;707.0;
21;473.0;635.0;
22;536.0;563.0;
23;588.0;504.0;
24;640.0;441.0;
25;408.0;837.0;
26;470.0;780.0;
27;531.0;711.0;
28;583.0;645.0;
29;635.0;578.0;
30;678.0;519.0;
31;471.0;898.0;
32;523.0;845.0;
33;589.0;778.0;
34;632.0;705.0;
35;681.0;648.0;
36;700.0;591.0;
37;634.0;838.0;
38;679.0;767.0;
41;742.0;555.0;
42;717.0;476.0;
51;751.0;446.0;
186;465.0;319.0;
198;417.0;362.0;
205;215.0;488.0;
206;275.0;449.0;
207;354.0;418.0;
214;241.0;522.0;
215;307.0;486.0;
224;272.0;559.0;
234;279.0;937.0;
241;609.0;993.0;
242;633.0;1004.0;
243;651.0;1016.0;
248;708.0;917.0;
257;514.0;283.0;
