Sensor id; Sensor center x; Sensor center y;
63;484.0;281.0;
64;502.0;202.0;
67;456.0;489.0;
68;486.0;408.0;
69;529.0;334.0;
70;548.0;256.0;
71;570.0;186.0;
72;604.0;133.0;
73;497.0;557.0;
74;604.0;304.0;
75;636.0;225.0;
76;659.0;151.0;
82;574.0;601.0;
83;692.0;346.0;
84;696.0;269.0;
85;720.0;192.0;
91;660.0;639.0;
92;692.0;555.0;
93;733.0;462.0;
94;741.0;390.0;
95;760.0;320.0;
96;782.0;243.0;
97;798.0;180.0;
102;768.0;610.0;
103;782.0;536.0;
104;815.0;451.0;
105;827.0;383.0;
107;861.0;238.0;
111;855.0;592.0;
112;868.0;523.0;
113;892.0;442.0;
114;904.0;378.0;
115;922.0;304.0;
120;925.0;591.0;
121;934.0;520.0;
133;982.0;594.0;
247;424.0;780.0;
250;408.0;693.0;
251;477.0;747.0;
254;428.0;591.0;
255;477.0;654.0;
256;564.0;686.0;
