Sensor id; Sensor center x; Sensor center y;
22;262.0;378.0;
23;311.0;351.0;
24;392.0;331.0;
29;292.0;430.0;
30;356.0;408.0;
35;295.0;514.0;
36;335.0;480.0;
39;324.0;592.0;
40;369.0;555.0;
41;400.0;483.0;
42;434.0;402.0;
43;482.0;340.0;
44;526.0;274.0;
45;558.0;211.0;
46;329.0;712.0;
47;367.0;670.0;
48;408.0;629.0;
49;446.0;569.0;
50;477.0;490.0;
51;517.0;409.0;
52;556.0;337.0;
53;604.0;260.0;
54;418.0;747.0;
55;453.0;697.0;
56;499.0;643.0;
57;530.0;577.0;
58;565.0;494.0;
59;600.0;410.0;
60;639.0;323.0;
61;508.0;760.0;
62;556.0;703.0;
63;583.0;641.0;
64;610.0;570.0;
65;643.0;486.0;
66;680.0;406.0;
67;559.0;817.0;
68;590.0;756.0;
69;634.0;698.0;
70;661.0;632.0;
71;683.0;560.0;
72;708.0;485.0;
73;592.0;858.0;
74;713.0;677.0;
75;740.0;598.0;
76;761.0;519.0;
77;755.0;429.0;
78;732.0;349.0;
80;657.0;216.0;
82;647.0;880.0;
83;772.0;697.0;
84;780.0;637.0;
85;805.0;545.0;
86;807.0;465.0;
87;795.0;379.0;
91;706.0;881.0;
92;738.0;832.0;
98;836.0;416.0;
102;769.0;838.0;
249;453.0;889.0;
252;432.0;823.0;
253;495.0;822.0;
254;520.0;876.0;
