Sensor id; Sensor center x; Sensor center y;
1;445.0;312.0;
2;487.0;219.0;
3;548.0;145.0;
10;541.0;266.0;
11;596.0;197.0;
12;649.0;136.0;
13;692.0;103.0;
18;656.0;247.0;
19;706.0;200.0;
20;755.0;162.0;
25;766.0;265.0;
26;799.0;237.0;
31;814.0;360.0;
32;853.0;309.0;
212;378.0;208.0;
213;432.0;135.0;
221;407.0;256.0;
222;448.0;175.0;
223;501.0;114.0;
226;425.0;401.0;
230;481.0;446.0;
231;406.0;514.0;
234;549.0;487.0;
235;486.0;535.0;
236;450.0;603.0;
237;415.0;682.0;
238;612.0;531.0;
239;558.0;586.0;
240;515.0;642.0;
244;903.0;612.0;
245;896.0;661.0;
246;879.0;721.0;
