Sensor id; Sensor center x; Sensor center y;
1;830.0;745.0;
2;881.0;663.0;
3;931.0;573.0;
4;958.0;487.0;
5;951.0;403.0;
10;923.0;707.0;
12;997.0;529.0;
13;1000.0;443.0;
132;669.0;197.0;
144;629.0;239.0;
155;582.0;296.0;
162;415.0;446.0;
163;468.0;402.0;
164;546.0;372.0;
171;422.0;539.0;
172;464.0;496.0;
173;517.0;447.0;
180;486.0;575.0;
181;540.0;524.0;
182;588.0;448.0;
183;628.0;372.0;
184;671.0;307.0;
185;718.0;248.0;
190;444.0;723.0;
192;518.0;664.0;
193;564.0;604.0;
194;617.0;536.0;
195;668.0;452.0;
196;714.0;369.0;
197;763.0;302.0;
202;596.0;682.0;
203;645.0;615.0;
204;698.0;537.0;
205;749.0;456.0;
206;798.0;368.0;
208;453.0;915.0;
209;493.0;862.0;
210;646.0;749.0;
211;684.0;684.0;
212;737.0;614.0;
213;791.0;534.0;
214;839.0;446.0;
215;885.0;377.0;
216;555.0;902.0;
217;609.0;899.0;
219;681.0;822.0;
220;728.0;756.0;
221;786.0;680.0;
222;832.0;604.0;
223;878.0;521.0;
224;908.0;446.0;
225;744.0;832.0;
226;818.0;836.0;
229;634.0;948.0;
230;879.0;863.0;
231;797.0;911.0;
232;767.0;958.0;
235;874.0;913.0;
236;835.0;970.0;
