Sensor id; Sensor center x; Sensor center y;
3;258.0;637.0;
4;308.0;579.0;
5;372.0;517.0;
6;431.0;456.0;
7;490.0;392.0;
8;541.0;342.0;
11;277.0;715.0;
12;333.0;651.0;
13;405.0;590.0;
14;472.0;524.0;
15;533.0;466.0;
16;586.0;405.0;
18;327.0;782.0;
19;374.0;729.0;
20;449.0;672.0;
21;521.0;599.0;
22;584.0;537.0;
23;630.0;482.0;
25;426.0;802.0;
26;491.0;755.0;
27;560.0;683.0;
28;625.0;617.0;
29;675.0;555.0;
30;710.0;499.0;
31;481.909058;880.0;
32;541.0;817.0;
33;613.0;761.0;
34;662.0;692.0;
35;712.0;623.0;
36;733.0;570.0;
37;649.0;818.0;
186;497.0;289.0;
198;444.0;328.0;
207;388.0;388.0;
213;216.0;536.0;
214;262.0;487.0;
215;331.0;453.0;
223;244.0;565.0;
224;296.0;519.0;
234;266.0;925.0;
238;319.0;962.0;
239;283.0;976.0;
240;274.0;1003.0;
241;615.0;983.0;
242;644.0;1001.0;
244;662.0;949.0;
