Sensor id; Sensor center x; Sensor center y;
6;556.0;281.0;
7;504.0;321.0;
8;454.0;384.0;
9;412.0;474.0;
14;512.0;241.0;
15;459.0;274.0;
16;407.0;327.0;
17;362.0;417.0;
24;323.0;371.0;
42;234.0;417.0;
43;276.0;446.0;
44;319.0;501.0;
45;384.0;567.0;
52;255.0;533.0;
53;314.0;593.0;
79;305.0;699.0;
80;375.0;664.0;
81;463.0;616.0;
88;319.0;760.0;
89;381.0;742.0;
90;472.0;703.0;
99;341.0;810.0;
100;396.0;796.0;
129;562.0;792.0;
130;570.0;736.0;
131;561.0;656.0;
132;541.0;560.0;
141;633.0;800.0;
142;641.0;746.0;
143;643.0;684.0;
144;620.0;579.0;
153;699.0;749.0;
154;704.0;685.0;
155;690.0;599.0;
183;738.0;528.0;
184;684.0;504.0;
185;611.0;486.0;
186;504.0;470.0;
196;721.0;449.0;
197;653.0;421.0;
198;557.0;404.0;
205;747.0;408.0;
206;692.0;377.0;
207;603.0;343.0;
257;461.0;539.0;
