Sensor id; Sensor center x; Sensor center y;
9;541.0;222.0;
17;498.0;274.0;
22;304.0;379.0;
23;363.0;358.0;
24;456.0;337.0;
29;341.0;437.0;
30;420.0;420.0;
35;344.0;525.0;
36;393.0;491.0;
38;325.0;642.0;
39;371.0;608.0;
40;427.0;568.0;
41;468.0;500.0;
42;510.0;419.0;
43;543.0;356.0;
44;589.0;287.0;
45;632.0;221.0;
46;366.0;721.0;
47;415.0;689.0;
48;463.0;645.0;
49;514.0;590.0;
50;551.0;516.0;
51;593.0;432.0;
52;637.0;360.0;
53;674.0;277.0;
54;459.0;773.0;
55;504.0;718.0;
56;555.0;662.0;
57;596.0;596.0;
58;633.0;519.0;
59;675.0;436.0;
60;722.0;351.0;
61;553.0;786.0;
62;604.0;726.0;
63;644.0;666.0;
64;673.0;595.0;
65;713.0;516.0;
66;756.0;437.0;
67;594.0;834.0;
68;633.0;781.0;
69;684.0;724.0;
70;724.0;659.0;
71;753.0;586.0;
72;783.0;514.0;
74;759.0;701.0;
75;798.0;623.0;
76;827.0;548.0;
77;828.0;460.0;
78;807.0;378.0;
87;861.0;407.0;
243;415.0;932.0;
245;415.0;902.0;
248;408.0;866.0;
252;469.0;842.0;
253;534.0;842.0;
257;585.0;185.0;
