Sensor id; Sensor center x; Sensor center y;
57;401.0;280.0;
61;341.0;469.0;
63;417.0;326.0;
64;464.0;268.0;
67;363.0;530.0;
68;397.0;451.0;
69;448.0;387.0;
70;490.0;315.0;
71;528.0;253.0;
73;405.0;596.0;
74;528.0;375.0;
75;576.0;298.0;
82;462.0;657.0;
83;600.0;423.0;
84;623.0;359.0;
85;671.0;284.0;
91;512.0;695.0;
92;577.0;631.0;
93;625.0;560.0;
94;641.0;482.0;
95;678.0;415.0;
96;716.0;344.0;
97;761.0;289.0;
98;789.0;243.0;
102;645.0;663.0;
103;685.0;608.0;
104;710.0;551.0;
105;730.0;482.0;
106;763.0;408.0;
107;807.0;348.0;
108;845.0;308.0;
111;727.0;708.0;
112;756.0;639.0;
113;798.0;557.0;
114;825.0;491.0;
115;856.0;428.0;
120;807.0;707.0;
121;827.0;652.0;
122;865.0;585.0;
123;894.0;517.0;
133;875.0;719.0;
247;311.0;781.0;
250;307.0;702.0;
251;362.0;743.0;
252;270.0;565.0;
253;316.0;543.0;
254;335.0;612.0;
255;374.0;678.0;
256;451.0;734.0;
