Sensor id; Sensor center x; Sensor center y;
4;247.0;680.0;
5;295.0;606.0;
6;349.0;542.0;
7;410.0;478.0;
8;465.0;434.0;
9;521.0;391.0;
12;277.0;749.0;
13;328.0;674.0;
14;387.0;606.0;
15;448.0;536.0;
16;509.0;481.0;
19;322.0;825.0;
20;383.0;756.0;
21;434.0;677.0;
22;497.0;610.0;
23;549.0;549.0;
25;370.0;899.0;
26;433.0;844.0;
27;497.0;765.0;
28;553.0;682.0;
29;605.0;612.0;
30;645.0;556.0;
31;439.219299;969.775696;
32;492.0;910.0;
33;563.0;837.0;
34;611.0;756.0;
35;654.0;688.0;
36;679.0;627.0;
37;621.0;890.0;
38;670.0;822.0;
39;704.0;747.0;
40;723.0;671.0;
41;715.0;594.0;
49;762.0;654.0;
224;240.0;614.0;
238;294.0;1061.0;
243;686.0;1078.0;
245;711.0;1037.0;
