Sensor id; Sensor center x; Sensor center y;
109;333.0;484.0;
114;252.0;734.0;
116;311.0;585.0;
117;368.0;518.0;
122;299.0;795.0;
123;322.0;718.0;
124;354.0;644.0;
125;393.0;573.0;
126;443.0;521.0;
133;347.0;894.0;
134;346.0;853.0;
135;366.0;789.0;
136;403.0;716.0;
137;436.0;641.0;
138;487.0;582.0;
139;515.0;524.0;
140;570.0;484.0;
145;412.0;887.0;
146;415.0;850.0;
147;438.0;787.0;
148;481.0;715.0;
149;514.0;648.0;
150;571.0;591.0;
151;604.0;540.0;
152;640.0;506.0;
156;483.0;849.0;
157;509.0;791.0;
158;562.0;729.0;
159;611.0;663.0;
160;655.0;614.0;
165;539.884644;895.88269;
166;558.0;851.0;
167;585.0;806.0;
168;640.0;749.0;
174;596.420227;911.551697;
175;610.0;876.0;
176;659.0;811.0;
187;643.0;942.0;
188;669.0;887.0;
189;697.0;834.0;
201;740.0;857.0;
