Sensor id; Sensor center x; Sensor center y;
81;722.0;304.0;
90;673.0;344.0;
101;585.0;467.0;
110;525.0;493.0;
118;522.0;568.0;
119;561.0;532.0;
127;583.0;594.0;
128;622.0;540.0;
129;665.0;467.0;
130;710.0;413.0;
131;756.0;360.0;
137;544.0;743.0;
138;573.0;710.0;
139;596.0;664.0;
140;658.0;612.0;
141;704.0;549.0;
142;752.0;481.0;
143;800.0;422.0;
148;582.0;808.0;
149;600.507629;773.820557;
150;640.0;743.0;
151;685.0;686.0;
152;742.0;626.0;
153;790.0;562.0;
154;845.0;494.0;
155;889.0;422.0;
156;611.0;893.0;
157;627.0;858.0;
158;648.0;833.0;
159;685.0;799.0;
160;735.0;758.0;
161;781.0;694.0;
162;830.0;636.0;
163;875.0;570.0;
164;926.0;502.0;
165;674.0;900.0;
166;642.0;931.0;
169;785.0;816.0;
170;829.0;757.0;
171;869.0;695.0;
172;911.0;632.0;
173;943.0;571.0;
174;677.0;972.0;
177;811.0;854.0;
178;857.0;801.0;
179;906.0;750.0;
180;941.0;684.0;
182;987.0;534.0;
183;967.0;457.0;
190;877.0;841.0;
191;911.0;796.0;
195;1019.0;498.0;
199;821.0;935.0;
200;855.0;902.0;
205;1041.0;463.0;
208;876.0;922.0;
209;886.0;875.0;
