Sensor id; Sensor center x; Sensor center y;
161;415.198456;248.341354;
169;386.631012;357.249237;
170;448.429321;288.828827;
171;495.09198;244.319595;
176;389.895203;475.840942;
177;444.240784;399.597656;
178;476.889435;349.642487;
179;527.369141;299.669647;
187;372.974731;621.022217;
188;416.237823;541.845337;
189;452.71521;464.973022;
190;516.225037;415.119141;
191;551.976685;349.778412;
192;618.730896;323.333862;
193;675.144897;285.036224;
199;441.977264;614.862915;
200;501.006226;549.354736;
201;532.120789;466.530579;
202;725.007324;343.108521;
203;745.230774;287.256073;
208;522.822571;620.966858;
209;576.932312;556.788574;
210;771.582153;421.364288;
211;788.868591;349.357239;
212;798.054016;298.41452;
216;624.203308;647.521118;
217;700.824585;602.374268;
218;754.460022;552.425171;
219;790.868469;494.970245;
225;842.531189;511.723053;
228;776.557251;648.143066;
229;701.056335;681.923035;
236;922.24469;679.482239;
