Sensor id; Sensor center x; Sensor center y;
1;813.084656;695.69812;
2;849.525757;606.528687;
3;895.632019;515.755005;
4;917.293335;423.826294;
5;910.582275;348.994354;
10;895.931458;646.0;
12;971.442749;461.656403;
13;970.195251;380.027435;
21;1009.64563;342.310059;
162;436.012909;398.412964;
163;482.063202;363.931458;
164;542.882385;339.099701;
172;480.167023;448.22995;
173;526.398804;411.32135;
180;492.072144;529.641907;
181;540.638977;488.471497;
182;585.90802;408.996796;
183;617.877502;332.068176;
184;658.626404;266.518463;
185;695.91156;227.228699;
192;513.40625;613.362549;
193;572.526611;575.556458;
194;611.453369;492.886505;
195;651.699951;411.945679;
196;689.431458;329.931458;
197;730.034119;270.0;
198;778.46991;222.307678;
202;602.27948;652.84552;
203;640.563232;576.560364;
204;684.979431;493.486511;
205;716.534119;402.5;
206;761.078125;318.899872;
207;804.460205;271.836639;
209;491.683014;802.920837;
210;657.028748;714.544739;
211;681.849426;649.628174;
212;715.651306;570.636719;
213;756.026978;481.352264;
214;794.095764;391.826111;
215;836.99469;329.362915;
216;549.423645;840.127808;
217;610.47229;825.976196;
218;654.677368;804.99646;
219;682.809998;765.346619;
220;733.49292;715.186035;
221;764.853699;633.617188;
222;782.761719;552.66156;
223;834.627869;459.664764;
224;852.144897;388.252838;
225;747.577759;780.393188;
226;806.05896;788.985413;
227;723.449951;826.362915;
228;686.057617;863.374817;
229;624.941406;864.434631;
230;853.613281;831.762085;
231;790.135315;856.389221;
232;739.816406;892.020569;
233;701.928955;905.617798;
234;903.580261;856.510254;
235;849.452698;882.171387;
236;805.844116;911.205261;
237;896.759277;879.418823;
240;848.975037;917.937073;
