Sensor id; Sensor center x; Sensor center y;
9;673.0;143.0;
17;623.0;179.0;
24;575.0;217.0;
29;445.0;281.0;
30;529.0;274.0;
34;359.0;389.0;
35;420.0;365.0;
36;482.0;339.0;
38;368.0;486.0;
39;423.0;449.0;
40;487.0;426.0;
41;558.0;358.0;
42;607.0;298.0;
43;660.0;243.0;
44;712.0;198.0;
46;394.0;585.0;
47;441.0;553.0;
48;509.0;515.0;
49;577.0;457.0;
50;637.0;380.0;
51;692.0;317.0;
52;753.0;264.0;
54;477.0;656.0;
55;539.0;603.0;
56;601.0;549.0;
57;674.0;482.0;
58;725.0;403.0;
59;782.0;339.0;
61;569.0;687.0;
62;641.0;634.0;
63;703.0;579.0;
64;763.0;501.0;
65;808.0;417.0;
66;860.0;348.0;
67;625.0;750.0;
68;654.0;695.0;
69;749.0;646.0;
70;785.0;587.0;
71;830.0;503.0;
72;871.0;429.0;
73;650.0;807.0;
74;827.0;642.0;
75;873.0;562.0;
77;926.0;394.0;
78;904.0;311.0;
83;868.0;677.0;
84;894.0;612.0;
87;958.0;352.0;
91;741.0;865.0;
92;798.0;820.0;
102;814.0;837.0;
103;854.0;795.0;
111;877.0;812.0;
246;481.0;871.0;
248;436.0;773.0;
249;501.0;823.0;
252;484.0;748.0;
253;552.0;757.0;
