Sensor id; Sensor center x; Sensor center y;
1;744.0;655.0;
2;774.0;566.0;
3;804.0;471.0;
4;823.0;393.0;
5;808.0;305.0;
7;746.0;187.0;
10;833.0;604.0;
11;862.0;510.0;
12;886.0;418.0;
13;885.0;332.0;
20;934.0;374.0;
144;480.0;208.0;
154;366.0;303.0;
155;439.0;263.0;
163;344.0;376.0;
164;399.0;339.0;
173;387.0;420.0;
181;415.0;489.0;
182;441.0;411.0;
183;472.0;343.0;
184;516.0;272.0;
185;556.0;209.0;
186;606.0;165.0;
192;414.0;615.0;
193;451.0;566.0;
194;478.0;497.0;
195;518.0;409.0;
196;554.0;329.0;
197;595.0;261.0;
198;646.0;192.0;
202;479.0;626.0;
203;530.0;571.0;
204;560.0;488.0;
205;599.0;398.0;
206;641.0;310.0;
207;687.0;235.0;
210;567.0;676.0;
211;585.0;626.0;
212;625.0;556.0;
213;650.0;472.0;
214;682.0;381.0;
215;725.0;296.0;
216;486.0;844.0;
217;520.0;820.0;
218;572.0;794.0;
219;597.0;739.0;
220;653.0;676.0;
221;686.0;607.0;
222;711.0;532.0;
223;740.0;449.0;
224;757.0;364.0;
225;663.0;748.0;
226;727.0;747.0;
227;641.0;809.0;
228;595.0;852.0;
229;551.0;879.0;
232;660.0;869.0;
233;617.0;901.0;
234;828.0;795.0;
237;686.0;921.0;
238;857.0;819.0;
239;814.0;856.0;
240;764.0;902.0;
