Sensor id; Sensor center x; Sensor center y;
152;292.0;198.0;
160;267.0;306.0;
161;315.0;237.0;
162;363.0;180.0;
168;255.0;443.0;
169;304.0;352.0;
170;345.0;287.0;
171;393.0;229.0;
172;440.0;180.0;
176;271.0;512.0;
177;336.0;421.0;
178;384.0;346.0;
179;425.0;287.0;
180;475.0;231.0;
181;536.0;179.0;
187;284.0;641.0;
188;322.0;567.0;
189;356.0;482.0;
190;414.0;407.0;
191;453.0;357.0;
192;514.0;301.0;
193;576.0;241.0;
194;603.0;176.0;
199;360.0;620.0;
200;411.0;557.0;
201;439.0;474.0;
202;603.0;309.0;
203;658.0;244.0;
204;677.0;185.0;
208;458.0;615.0;
209;516.0;552.0;
210;689.0;362.0;
211;704.0;314.0;
212;740.0;257.0;
213;744.0;205.0;
216;565.0;621.0;
217;623.0;561.0;
218;694.0;507.0;
219;726.0;432.0;
220;765.0;377.0;
225;780.0;449.0;
226;835.0;464.0;
227;772.0;518.0;
228;717.0;580.0;
229;661.0;640.0;
230;873.0;524.0;
231;831.0;556.0;
232;790.0;608.0;
233;742.0;658.0;
235;876.0;600.0;
236;844.0;642.0;
237;803.0;692.0;
