Sensor id; Sensor center x; Sensor center y;
101;538.0;425.0;
110;486.0;446.0;
118;480.0;514.0;
119;515.0;481.0;
127;531.0;539.0;
128;567.0;497.0;
129;608.0;430.0;
130;651.0;381.0;
131;709.0;328.0;
132;760.0;282.0;
139;541.0;609.0;
140;599.0;570.0;
141;641.0;506.0;
142;696.0;441.0;
143;743.0;385.0;
144;797.0;327.0;
150;583.0;687.0;
151;627.0;637.0;
152;675.0;581.0;
153;724.0;520.0;
154;783.0;454.0;
155;830.0;386.0;
158;582.0;795.0;
159;624.0;754.0;
160;669.0;707.0;
161;723.0;656.0;
162;764.0;595.0;
163;810.0;533.0;
164;860.0;464.0;
165;568.0;921.0;
166;592.0;876.0;
168;669.0;810.0;
169;724.0;766.0;
170;767.0;716.0;
171;807.0;661.0;
172;848.0;608.0;
173;882.0;541.0;
174;605.0;912.0;
177;762.0;810.0;
178;802.0;762.0;
179;835.0;717.0;
183;911.0;427.0;
184;887.0;350.0;
190;831.0;813.0;
191;857.0;771.0;
193;943.0;644.0;
194;961.0;561.0;
195;967.0;469.0;
196;947.0;393.0;
205;1002.0;432.0;
206;978.082031;368.109375;
208;805.263062;924.911499;
209;859.0;886.0;
213;1041.0;480.0;
214;1019.0;403.0;
217;938.0;889.0;
223;1063.367188;447.117188;
