Sensor id; Sensor center x; Sensor center y;
17;445.0;298.0;
24;378.0;336.0;
28;184.0;414.0;
29;239.0;398.0;
30;313.0;396.0;
35;198.0;486.0;
36;259.0;459.0;
40;254.0;543.0;
41;318.0;487.0;
42;383.0;433.0;
43;452.0;378.0;
44;523.0;329.0;
45;589.0;284.0;
47;221.0;678.0;
48;268.0;644.0;
49;331.0;586.0;
50;397.0;526.0;
51;459.0;461.0;
52;523.0;405.0;
53;607.0;340.0;
54;258.0;778.0;
55;309.0;729.0;
56;358.0;681.0;
57;424.90625;628.1875;
58;477.0;552.0;
59;542.0;486.0;
60;613.0;410.0;
61;343.0;817.0;
62;412.0;764.0;
63;466.0;716.0;
64;517.0;652.0;
65;557.0;578.0;
66;627.0;505.0;
67;402.0;889.0;
68;431.0;837.0;
69;528.0;795.0;
70;554.0;738.0;
71;593.0;665.0;
72;637.0;591.0;
73;436.0;950.0;
74;615.0;797.0;
75;653.0;725.0;
76;688.0;652.0;
77;708.0;557.0;
78;695.0;461.0;
83;665.0;833.0;
84;693.0;771.0;
85;729.0;694.0;
86;760.0;606.0;
87;764.0;509.0;
88;746.0;415.0;
95;728.0;811.0;
96;760.0;735.0;
98;811.0;555.0;
99;801.0;463.0;
112;742.0;910.0;
246;286.329041;1001.264709;
247;322.597778;1044.12854;
248;230.0;904.0;
249;285.0;953.0;
250;346.742218;1001.548523;
252;270.0;878.0;
253;334.0;893.0;
254;357.0;956.0;
