Sensor id; Sensor center x; Sensor center y;
1;959.0;535.0;
2;964.402466;421.227936;
167;357.0;667.0;
170;473.0;438.0;
171;514.0;375.0;
172;558.0;322.0;
175;373.0;717.0;
176;406.0;637.0;
178;508.0;493.0;
179;546.0;440.0;
180;590.0;382.0;
181;646.0;326.0;
182;673.0;261.0;
187;386.803345;769.879883;
188;425.0;708.0;
189;468.0;617.0;
190;541.0;553.0;
191;570.0;503.0;
192;628.0;450.0;
193;687.0;389.0;
194;714.0;316.0;
199;442.0;758.0;
200;508.0;703.0;
201;548.0;616.0;
202;716.0;453.0;
203;775.0;375.0;
204;792.0;309.0;
208;537.197937;761.070312;
209;600.0;702.0;
210;809.0;510.0;
211;822.0;446.0;
212;853.0;376.0;
216;650.0;778.0;
217;730.0;729.0;
218;813.0;662.0;
219;843.0;576.0;
220;889.0;515.0;
221;907.0;444.0;
222;922.900085;375.650909;
225;912.0;594.0;
226;962.0;607.0;
227;895.0;683.0;
228;842.0;755.0;
229;767.0;810.0;
231;966.0;715.0;
232;921.0;784.0;
233;850.0;842.0;
235;1015.0;749.0;
236;989.0;813.0;
237;927.0;884.0;
239;1044.0;796.0;
240;1019.681885;849.23407;
