Sensor id; Sensor center x; Sensor center y;
4;236.0;615.0;
5;293.0;545.0;
6;358.0;473.0;
12;248.0;682.0;
13;308.0;619.0;
14;377.0;535.0;
15;454.0;472.0;
16;509.0;424.0;
19;271.0;761.0;
20;334.0;702.0;
21;413.0;622.0;
22;488.0;543.0;
23;554.0;490.0;
25;323.0;848.0;
26;375.0;790.0;
27;457.0;717.0;
28;525.0;642.0;
29;588.0;581.0;
30;643.0;534.0;
31;387.0;945.0;
32;435.0;872.0;
33;503.0;811.0;
34;567.0;740.0;
35;625.0;679.0;
36;662.0;614.0;
37;573.0;887.0;
38;622.0;824.0;
39;676.0;752.0;
40;706.0;685.0;
41;721.0;599.0;
42;705.0;525.0;
46;669.564209;894.824463;
50;769.0;588.0;
58;801.0;571.0;
234;222.0;1003.0;
238;272.0;1048.0;
241;600.0;1117.0;
242;629.0;1138.0;
243;653.0;1157.0;
244;660.0;1100.0;
245;688.0;1103.0;
