Sensor id; Sensor center x; Sensor center y;
116;227.0;586.0;
117;286.0;515.0;
122;219.0;809.0;
124;259.0;635.0;
125;310.0;560.0;
126;358.0;505.0;
134;252.0;865.0;
135;277.0;788.0;
136;304.0;698.0;
137;344.0;622.0;
138;392.0;552.0;
145;273.0;904.0;
146;317.0;846.0;
147;348.0;772.0;
148;392.0;689.0;
149;437.0;616.0;
150;496.0;558.0;
151;533.0;518.0;
152;569.0;479.0;
156;390.0;836.0;
157;442.0;761.0;
158;488.0;688.0;
159;539.0;629.0;
160;588.0;575.0;
161;618.0;545.0;
162;639.0;507.0;
165;435.0;910.0;
166;469.0;834.0;
167;526.0;767.0;
168;576.0;700.0;
169;626.0;656.0;
174;483.0;879.0;
175;546.0;830.0;
176;597.0;772.0;
177;650.0;729.0;
187;553.0;881.0;
188;613.0;848.0;
189;656.0;785.0;
199;612.0;895.0;
200;669.0;863.0;
201;707.0;813.0;
