Sensor id; Sensor center x; Sensor center y;
1;803.0;303.0;
2;826.0;253.0;
176;278.0;401.0;
177;318.0;321.0;
178;359.0;261.0;
179;409.0;205.0;
187;285.0;540.0;
188;322.0;462.0;
189;342.0;383.0;
190;381.0;317.0;
191;427.0;251.0;
192;499.0;202.0;
193;567.0;157.0;
199;343.0;532.0;
200;391.0;456.0;
201;406.0;380.0;
202;614.0;214.0;
203;645.0;169.0;
208;420.0;532.0;
209;472.0;458.0;
210;655.0;277.0;
211;688.0;227.0;
212;719.0;180.0;
213;739.0;144.0;
216;514.0;538.0;
217;583.0;477.0;
218;645.0;410.0;
219;677.0;345.0;
220;729.0;289.0;
221;766.0;245.0;
225;749.0;358.0;
226;810.0;375.0;
227;725.0;430.0;
228;671.0;507.0;
229;588.0;557.0;
230;860.0;434.0;
231;791.0;464.0;
232;745.0;534.0;
235;854.0;504.0;
236;809.0;564.0;
237;733.0;635.0;
240;842.0;593.0;
