Sensor id; Sensor center x; Sensor center y;
65;425.0;304.0;
66;475.0;265.0;
72;447.0;339.0;
76;470.0;404.0;
77;504.0;328.0;
78;544.0;255.0;
79;594.0;191.0;
80;645.0;133.0;
83;472.0;589.0;
86;542.0;403.0;
87;581.0;324.0;
88;632.0;247.0;
89;681.0;185.0;
92;501.0;717.0;
95;529.0;607.0;
96;554.0;553.0;
97;589.0;483.0;
98;623.0;404.0;
99;666.0;326.0;
100;718.0;249.0;
101;806.0;268.0;
105;566.0;665.0;
106;602.0;618.0;
107;635.0;562.0;
108;677.0;492.0;
109;711.0;407.0;
110;754.0;331.0;
113;623.0;719.0;
115;683.0;628.0;
116;726.0;566.0;
117;771.0;484.0;
118;795.0;403.0;
119;828.0;340.0;
122;699.0;728.0;
123;728.0;678.0;
124;774.0;621.0;
125;813.0;552.0;
126;842.0;471.0;
127;875.0;390.0;
128;874.0;312.0;
129;887.0;207.0;
133;718.0;808.0;
134;734.0;772.0;
135;769.0;717.0;
136;800.0;667.0;
137;844.0;606.0;
138;884.0;531.0;
139;906.0;448.0;
140;920.0;358.0;
145;777.0;809.0;
146;796.0;762.0;
147;831.0;709.0;
148;865.0;651.0;
156;858.0;742.0;
