Sensor id; Sensor center x; Sensor center y;
4;256.0;423.0;
5;308.0;358.0;
6;358.0;311.0;
7;404.0;254.0;
8;458.0;211.0;
10;203.0;588.0;
11;236.0;542.0;
12;281.0;486.0;
13;327.0;421.0;
14;384.0;361.0;
15;434.0;309.0;
16;490.0;263.0;
18;267.0;600.0;
19;309.0;555.0;
20;363.0;497.0;
21;414.0;432.0;
22;463.0;364.0;
23;511.0;324.0;
25;358.0;623.0;
26;403.0;569.0;
27;453.0;512.0;
28;503.0;440.0;
29;548.0;386.0;
30;593.0;341.0;
31;405.0;684.0;
32;446.0;632.0;
33;502.0;576.0;
34;542.0;512.0;
35;586.0;454.0;
36;612.0;408.0;
37;550.0;632.0;
38;594.0;583.0;
39;628.0;521.0;
40;652.0;460.0;
41;649.0;384.0;
42;637.0;313.0;
50;687.0;378.0;
58;715.0;363.0;
223;215.0;413.0;
224;257.0;367.0;
238;258.0;785.0;
241;552.0;818.0;
242;593.0;846.0;
244;613.0;804.0;
