Sensor id; Sensor center x; Sensor center y;
67;569.0;378.0;
69;614.0;238.0;
70;644.0;171.0;
71;679.0;107.0;
73;617.0;431.0;
74;712.0;207.0;
75;732.0;136.0;
82;677.0;483.0;
83;778.0;243.0;
84;799.0;186.0;
85;829.0;115.0;
91;749.0;529.0;
92;779.0;452.0;
93;822.0;362.0;
94;833.0;296.0;
95;859.0;233.0;
96;884.0;165.0;
97;908.0;107.0;
102;839.0;502.0;
103;858.0;439.0;
104;892.0;356.0;
105;906.0;290.0;
106;940.0;227.0;
107;964.0;166.0;
108;982.0;116.0;
111;923.0;487.0;
112;930.0;429.0;
113;961.0;352.0;
114;983.0;295.0;
115;1010.0;235.0;
120;993.0;485.0;
121;1001.0;432.0;
247;579.922974;655.443542;
249;502.0;507.0;
250;549.0;564.0;
251;616.653809;620.608704;
253;526.0;399.0;
254;555.0;464.0;
255;607.0;527.0;
256;683.0;565.0;
