Sensor id; Sensor center x; Sensor center y;
7;560.0;443.0;
8;503.0;485.0;
9;442.0;559.0;
15;529.0;383.0;
16;471.0;408.0;
17;406.0;488.0;
22;493.0;323.0;
23;431.0;361.0;
24;376.0;417.0;
36;340.0;328.0;
43;309.0;484.0;
44;340.0;552.0;
45;397.0;634.0;
52;273.0;552.0;
53;318.0;633.0;
59;222.0;561.0;
60;256.0;630.0;
65;177.0;572.0;
79;283.0;715.0;
80;357.0;720.0;
81;463.0;705.0;
89;335.0;799.0;
90;440.0;783.0;
99;254.0;848.0;
100;324.0;852.0;
101;399.0;904.0;
108;226.0;872.0;
110;319.0;901.0;
118;324.0;952.0;
119;372.0;950.0;
129;487.0;893.0;
130;518.0;853.0;
131;543.0;774.0;
132;546.0;671.0;
143;606.0;808.0;
144;610.0;713.0;
155;671.0;743.0;
163;689.0;821.0;
164;710.0;758.0;
183;722.0;689.0;
185;625.0;622.0;
186;530.0;574.0;
197;672.0;579.0;
198;591.0;535.0;
206;705.0;534.0;
207;645.0;496.0;
215;676.0;464.0;
257;479.0;627.0;
