Sensor id; Sensor center x; Sensor center y;
67;457.0;499.0;
68;481.0;423.0;
69;557.0;326.0;
70;571.0;249.0;
71;601.0;169.0;
73;494.0;580.0;
74;636.0;281.0;
75;665.0;191.0;
82;583.0;628.0;
83;711.0;312.0;
84;720.0;229.0;
85;746.0;146.0;
91;674.0;654.0;
92;727.0;539.0;
93;768.0;423.0;
94;764.0;351.0;
95;784.0;272.0;
96;810.0;186.0;
102;795.0;595.0;
103;827.0;498.0;
104;865.0;394.0;
105;858.0;323.0;
106;880.0;235.0;
109;949.0;71.0;
111;910.0;550.0;
112;938.0;460.0;
113;966.0;370.0;
114;976.0;283.0;
115;991.0;209.0;
116;1013.0;153.0;
120;1003.0;551.0;
121;1034.0;452.0;
122;1058.0;364.0;
123;1074.0;289.0;
133;1089.0;536.0;
134;1110.0;453.0;
145;1145.0;548.0;
247;437.0;816.0;
250;423.0;728.0;
251;477.0;775.0;
254;425.0;626.0;
255;481.0;681.0;
256;553.0;727.0;
