Sensor id; Sensor center x; Sensor center y;
29;377.0;410.0;
30;441.0;395.0;
35;348.0;497.0;
39;358.0;574.0;
40;402.0;541.0;
41;459.0;478.0;
42;513.0;414.0;
43;570.0;356.0;
44;631.0;302.0;
45;688.0;243.0;
47;390.0;668.0;
48;430.0;634.0;
49;481.0;569.0;
50;541.0;493.0;
51;595.0;429.0;
52;650.0;370.0;
53;714.0;295.0;
54;435.0;770.0;
55;478.0;718.0;
56;522.0;663.0;
57;575.0;589.0;
58;626.0;511.0;
59;677.0;441.0;
60;733.0;360.0;
61;517.0;793.0;
62;584.0;736.0;
63;630.0;680.0;
64;678.0;603.0;
65;707.0;518.0;
66;760.0;439.0;
67;583.0;857.0;
68;610.0;797.0;
69;700.0;743.0;
71;752.0;606.0;
72;782.0;519.0;
74;786.0;729.0;
75;814.0;645.0;
76;836.0;566.0;
77;845.0;472.0;
78;818.0;384.0;
79;803.0;311.0;
80;779.0;250.0;
81;729.0;204.0;
84;862.0;690.0;
85;882.0;600.0;
86;899.0;510.0;
87;898.0;416.0;
88;876.0;333.0;
92;814.0;889.0;
93;864.0;821.0;
95;896.0;714.0;
96;924.0;639.0;
97;947.0;545.0;
98;954.0;452.0;
102;842.0;902.0;
103;879.0;852.0;
104;918.0;782.0;
107;989.0;579.0;
117;1019.0;427.0;
243;434.0;941.0;
246;514.0;958.0;
249;461.0;911.0;
252;449.0;841.0;
253;512.0;859.0;
